u_vertex,v_vertex,u_slot,u_local,v_slot,v_local,kind
647,857,10,47,14,17,external_signed_carrier
648,652,10,48,10,52,internal_thalion_copy
648,654,10,48,10,54,internal_thalion_copy
648,656,10,48,10,56,internal_thalion_copy
648,708,10,48,11,48,external_signed_carrier
648,858,10,48,14,18,external_signed_carrier
649,653,10,49,10,53,internal_thalion_copy
649,655,10,49,10,55,internal_thalion_copy
649,657,10,49,10,57,internal_thalion_copy
649,709,10,49,11,49,external_signed_carrier
649,859,10,49,14,19,external_signed_carrier
650,710,10,50,11,50,external_signed_carrier
650,860,10,50,14,20,external_signed_carrier
651,657,10,51,10,57,internal_thalion_copy
651,711,10,51,11,51,external_signed_carrier
651,861,10,51,14,21,external_signed_carrier
652,656,10,52,10,56,internal_thalion_copy
652,658,10,52,10,58,internal_thalion_copy
652,712,10,52,11,52,external_signed_carrier
652,862,10,52,14,22,external_signed_carrier
653,657,10,53,10,57,internal_thalion_copy
653,713,10,53,11,53,external_signed_carrier
653,863,10,53,14,23,external_signed_carrier
654,714,10,54,11,54,external_signed_carrier
654,864,10,54,14,24,external_signed_carrier
655,715,10,55,11,55,external_signed_carrier
655,865,10,55,14,25,external_signed_carrier
656,716,10,56,11,56,external_signed_carrier
656,866,10,56,14,26,external_signed_carrier
657,717,10,57,11,57,external_signed_carrier
657,867,10,57,14,27,external_signed_carrier
658,718,10,58,11,58,external_signed_carrier
658,868,10,58,14,28,external_signed_carrier
659,719,10,59,11,59,external_signed_carrier
659,869,10,59,14,29,external_signed_carrier
660,676,11,0,11,16,internal_thalion_copy
660,679,11,0,11,19,internal_thalion_copy
660,685,11,0,11,25,internal_thalion_copy
660,715,11,0,11,55,internal_thalion_copy
660,720,11,0,12,0,external_signed_carrier
661,675,11,1,11,15,internal_thalion_copy
661,686,11,1,11,26,internal_thalion_copy
661,689,11,1,11,29,internal_thalion_copy
661,695,11,1,11,35,internal_thalion_copy
661,721,11,1,12,1,external_signed_carrier
662,685,11,2,11,25,internal_thalion_copy
662,696,11,2,11,36,internal_thalion_copy
662,699,11,2,11,39,internal_thalion_copy
662,705,11,2,11,45,internal_thalion_copy
662,722,11,2,12,2,external_signed_carrier
663,695,11,3,11,35,internal_thalion_copy
663,706,11,3,11,46,internal_thalion_copy
663,709,11,3,11,49,internal_thalion_copy
663,715,11,3,11,55,internal_thalion_copy
663,723,11,3,12,3,external_signed_carrier
664,675,11,4,11,15,internal_thalion_copy
664,705,11,4,11,45,internal_thalion_copy
664,716,11,4,11,56,internal_thalion_copy
664,719,11,4,11,59,internal_thalion_copy
664,724,11,4,12,4,external_signed_carrier
665,671,11,5,11,11,internal_thalion_copy
665,674,11,5,11,14,internal_thalion_copy
665,680,11,5,11,20,internal_thalion_copy
665,710,11,5,11,50,internal_thalion_copy
665,725,11,5,12,5,external_signed_carrier
666,670,11,6,11,10,internal_thalion_copy
666,681,11,6,11,21,internal_thalion_copy
666,684,11,6,11,24,internal_thalion_copy
666,690,11,6,11,30,internal_thalion_copy
666,726,11,6,12,6,external_signed_carrier
667,680,11,7,11,20,internal_thalion_copy
667,691,11,7,11,31,internal_thalion_copy
667,694,11,7,11,34,internal_thalion_copy
667,700,11,7,11,40,internal_thalion_copy
667,727,11,7,12,7,external_signed_carrier
668,690,11,8,11,30,internal_thalion_copy
668,701,11,8,11,41,internal_thalion_copy
668,704,11,8,11,44,internal_thalion_copy
668,710,11,8,11,50,internal_thalion_copy
668,728,11,8,12,8,external_signed_carrier
669,670,11,9,11,10,internal_thalion_copy
669,700,11,9,11,40,internal_thalion_copy
669,711,11,9,11,51,internal_thalion_copy
669,714,11,9,11,54,internal_thalion_copy
669,729,11,9,12,9,external_signed_carrier
670,684,11,10,11,24,internal_thalion_copy
670,711,11,10,11,51,internal_thalion_copy
670,730,11,10,12,10,external_signed_carrier
671,677,11,11,11,17,internal_thalion_copy
671,680,11,11,11,20,internal_thalion_copy
671,683,11,11,11,23,internal_thalion_copy
671,731,11,11,12,11,external_signed_carrier
672,676,11,12,11,16,internal_thalion_copy
672,678,11,12,11,18,internal_thalion_copy
672,684,11,12,11,24,internal_thalion_copy
672,718,11,12,11,58,internal_thalion_copy
672,732,11,12,12,12,external_signed_carrier
673,677,11,13,11,17,internal_thalion_copy
673,711,11,13,11,51,internal_thalion_copy
673,717,11,13,11,57,internal_thalion_copy
673,719,11,13,11,59,internal_thalion_copy
673,733,11,13,12,13,external_signed_carrier
674,710,11,14,11,50,internal_thalion_copy
674,712,11,14,11,52,internal_thalion_copy
674,718,11,14,11,58,internal_thalion_copy
674,734,11,14,12,14,external_signed_carrier
675,686,11,15,11,26,internal_thalion_copy
675,719,11,15,11,59,internal_thalion_copy
675,735,11,15,12,15,external_signed_carrier
676,715,11,16,11,55,internal_thalion_copy
676,718,11,16,11,58,internal_thalion_copy
676,736,11,16,12,16,external_signed_carrier
677,683,11,17,11,23,internal_thalion_copy
677,719,11,17,11,59,internal_thalion_copy
677,737,11,17,12,17,external_signed_carrier
678,682,11,18,11,22,internal_thalion_copy
678,684,11,18,11,24,internal_thalion_copy
678,686,11,18,11,26,internal_thalion_copy
678,738,11,18,12,18,external_signed_carrier
679,683,11,19,11,23,internal_thalion_copy
679,685,11,19,11,25,internal_thalion_copy
679,687,11,19,11,27,internal_thalion_copy
679,739,11,19,12,19,external_signed_carrier
680,694,11,20,11,34,internal_thalion_copy
680,740,11,20,12,20,external_signed_carrier
681,687,11,21,11,27,internal_thalion_copy
681,690,11,21,11,30,internal_thalion_copy
681,693,11,21,11,33,internal_thalion_copy
681,741,11,21,12,21,external_signed_carrier
682,686,11,22,11,26,internal_thalion_copy
682,688,11,22,11,28,internal_thalion_copy
682,694,11,22,11,34,internal_thalion_copy
682,742,11,22,12,22,external_signed_carrier
683,687,11,23,11,27,internal_thalion_copy
683,743,11,23,12,23,external_signed_carrier
684,744,11,24,12,24,external_signed_carrier
685,696,11,25,11,36,internal_thalion_copy
685,745,11,25,12,25,external_signed_carrier
686,746,11,26,12,26,external_signed_carrier
687,693,11,27,11,33,internal_thalion_copy
687,747,11,27,12,27,external_signed_carrier
688,692,11,28,11,32,internal_thalion_copy
688,694,11,28,11,34,internal_thalion_copy
688,696,11,28,11,36,internal_thalion_copy
688,748,11,28,12,28,external_signed_carrier
689,693,11,29,11,33,internal_thalion_copy
689,695,11,29,11,35,internal_thalion_copy
689,697,11,29,11,37,internal_thalion_copy
689,749,11,29,12,29,external_signed_carrier
690,704,11,30,11,44,internal_thalion_copy
690,750,11,30,12,30,external_signed_carrier
691,697,11,31,11,37,internal_thalion_copy
691,700,11,31,11,40,internal_thalion_copy
691,703,11,31,11,43,internal_thalion_copy
691,751,11,31,12,31,external_signed_carrier
692,696,11,32,11,36,internal_thalion_copy
692,698,11,32,11,38,internal_thalion_copy
692,704,11,32,11,44,internal_thalion_copy
692,752,11,32,12,32,external_signed_carrier
693,697,11,33,11,37,internal_thalion_copy
693,753,11,33,12,33,external_signed_carrier
694,754,11,34,12,34,external_signed_carrier
695,706,11,35,11,46,internal_thalion_copy
695,755,11,35,12,35,external_signed_carrier
696,756,11,36,12,36,external_signed_carrier
697,703,11,37,11,43,internal_thalion_copy
697,757,11,37,12,37,external_signed_carrier
698,702,11,38,11,42,internal_thalion_copy
698,704,11,38,11,44,internal_thalion_copy
698,706,11,38,11,46,internal_thalion_copy
698,758,11,38,12,38,external_signed_carrier
699,703,11,39,11,43,internal_thalion_copy
699,705,11,39,11,45,internal_thalion_copy
699,707,11,39,11,47,internal_thalion_copy
699,759,11,39,12,39,external_signed_carrier
700,714,11,40,11,54,internal_thalion_copy
700,760,11,40,12,40,external_signed_carrier
701,707,11,41,11,47,internal_thalion_copy
701,710,11,41,11,50,internal_thalion_copy
701,713,11,41,11,53,internal_thalion_copy
701,761,11,41,12,41,external_signed_carrier
702,706,11,42,11,46,internal_thalion_copy
702,708,11,42,11,48,internal_thalion_copy
702,714,11,42,11,54,internal_thalion_copy
702,762,11,42,12,42,external_signed_carrier
703,707,11,43,11,47,internal_thalion_copy
703,763,11,43,12,43,external_signed_carrier
704,764,11,44,12,44,external_signed_carrier
705,716,11,45,11,56,internal_thalion_copy
705,765,11,45,12,45,external_signed_carrier
706,766,11,46,12,46,external_signed_carrier
707,713,11,47,11,53,internal_thalion_copy
707,767,11,47,12,47,external_signed_carrier
708,712,11,48,11,52,internal_thalion_copy
708,714,11,48,11,54,internal_thalion_copy
708,716,11,48,11,56,internal_thalion_copy
708,768,11,48,12,48,external_signed_carrier
709,713,11,49,11,53,internal_thalion_copy
709,715,11,49,11,55,internal_thalion_copy
709,717,11,49,11,57,internal_thalion_copy
709,769,11,49,12,49,external_signed_carrier
710,770,11,50,12,50,external_signed_carrier
711,717,11,51,11,57,internal_thalion_copy
711,771,11,51,12,51,external_signed_carrier
712,716,11,52,11,56,internal_thalion_copy
712,718,11,52,11,58,internal_thalion_copy
712,772,11,52,12,52,external_signed_carrier
713,717,11,53,11,57,internal_thalion_copy
713,773,11,53,12,53,external_signed_carrier
714,774,11,54,12,54,external_signed_carrier
715,775,11,55,12,55,external_signed_carrier
716,776,11,56,12,56,external_signed_carrier
717,777,11,57,12,57,external_signed_carrier
718,778,11,58,12,58,external_signed_carrier
719,779,11,59,12,59,external_signed_carrier
720,736,12,0,12,16,internal_thalion_copy
720,739,12,0,12,19,internal_thalion_copy
720,745,12,0,12,25,internal_thalion_copy
720,775,12,0,12,55,internal_thalion_copy
720,780,12,0,13,0,external_signed_carrier
721,735,12,1,12,15,internal_thalion_copy
721,746,12,1,12,26,internal_thalion_copy
721,749,12,1,12,29,internal_thalion_copy
721,755,12,1,12,35,internal_thalion_copy
721,781,12,1,13,1,external_signed_carrier
722,745,12,2,12,25,internal_thalion_copy
722,756,12,2,12,36,internal_thalion_copy
722,759,12,2,12,39,internal_thalion_copy
722,765,12,2,12,45,internal_thalion_copy
722,782,12,2,13,2,external_signed_carrier
723,755,12,3,12,35,internal_thalion_copy
723,766,12,3,12,46,internal_thalion_copy
723,769,12,3,12,49,internal_thalion_copy
723,775,12,3,12,55,internal_thalion_copy
723,783,12,3,13,3,external_signed_carrier
724,735,12,4,12,15,internal_thalion_copy
724,765,12,4,12,45,internal_thalion_copy
724,776,12,4,12,56,internal_thalion_copy
724,779,12,4,12,59,internal_thalion_copy
724,784,12,4,13,4,external_signed_carrier
725,731,12,5,12,11,internal_thalion_copy
725,734,12,5,12,14,internal_thalion_copy
725,740,12,5,12,20,internal_thalion_copy
725,770,12,5,12,50,internal_thalion_copy
725,785,12,5,13,5,external_signed_carrier
726,730,12,6,12,10,internal_thalion_copy
726,741,12,6,12,21,internal_thalion_copy
726,744,12,6,12,24,internal_thalion_copy
726,750,12,6,12,30,internal_thalion_copy
726,786,12,6,13,6,external_signed_carrier
727,740,12,7,12,20,internal_thalion_copy
727,751,12,7,12,31,internal_thalion_copy
727,754,12,7,12,34,internal_thalion_copy
727,760,12,7,12,40,internal_thalion_copy
727,787,12,7,13,7,external_signed_carrier
728,750,12,8,12,30,internal_thalion_copy
728,761,12,8,12,41,internal_thalion_copy
728,764,12,8,12,44,internal_thalion_copy
728,770,12,8,12,50,internal_thalion_copy
728,788,12,8,13,8,external_signed_carrier
729,730,12,9,12,10,internal_thalion_copy
729,760,12,9,12,40,internal_thalion_copy
729,771,12,9,12,51,internal_thalion_copy
729,774,12,9,12,54,internal_thalion_copy
729,789,12,9,13,9,external_signed_carrier
730,744,12,10,12,24,internal_thalion_copy
730,771,12,10,12,51,internal_thalion_copy
730,790,12,10,13,10,external_signed_carrier
731,737,12,11,12,17,internal_thalion_copy
731,740,12,11,12,20,internal_thalion_copy
731,743,12,11,12,23,internal_thalion_copy
731,791,12,11,13,11,external_signed_carrier
732,736,12,12,12,16,internal_thalion_copy
732,738,12,12,12,18,internal_thalion_copy
732,744,12,12,12,24,internal_thalion_copy
732,778,12,12,12,58,internal_thalion_copy
732,792,12,12,13,12,external_signed_carrier
733,737,12,13,12,17,internal_thalion_copy
733,771,12,13,12,51,internal_thalion_copy
733,777,12,13,12,57,internal_thalion_copy
733,779,12,13,12,59,internal_thalion_copy
733,793,12,13,13,13,external_signed_carrier
734,770,12,14,12,50,internal_thalion_copy
734,772,12,14,12,52,internal_thalion_copy
734,778,12,14,12,58,internal_thalion_copy
734,794,12,14,13,14,external_signed_carrier
735,746,12,15,12,26,internal_thalion_copy
735,779,12,15,12,59,internal_thalion_copy
735,795,12,15,13,15,external_signed_carrier
736,775,12,16,12,55,internal_thalion_copy
736,778,12,16,12,58,internal_thalion_copy
736,796,12,16,13,16,external_signed_carrier
737,743,12,17,12,23,internal_thalion_copy
737,779,12,17,12,59,internal_thalion_copy
737,797,12,17,13,17,external_signed_carrier
738,742,12,18,12,22,internal_thalion_copy
738,744,12,18,12,24,internal_thalion_copy
738,746,12,18,12,26,internal_thalion_copy
738,798,12,18,13,18,external_signed_carrier
739,743,12,19,12,23,internal_thalion_copy
739,745,12,19,12,25,internal_thalion_copy
739,747,12,19,12,27,internal_thalion_copy
739,799,12,19,13,19,external_signed_carrier
740,754,12,20,12,34,internal_thalion_copy
740,800,12,20,13,20,external_signed_carrier
741,747,12,21,12,27,internal_thalion_copy
741,750,12,21,12,30,internal_thalion_copy
741,753,12,21,12,33,internal_thalion_copy
741,801,12,21,13,21,external_signed_carrier
742,746,12,22,12,26,internal_thalion_copy
742,748,12,22,12,28,internal_thalion_copy
742,754,12,22,12,34,internal_thalion_copy
742,802,12,22,13,22,external_signed_carrier
743,747,12,23,12,27,internal_thalion_copy
743,803,12,23,13,23,external_signed_carrier
744,804,12,24,13,24,external_signed_carrier
745,756,12,25,12,36,internal_thalion_copy
745,805,12,25,13,25,external_signed_carrier
746,806,12,26,13,26,external_signed_carrier
747,753,12,27,12,33,internal_thalion_copy
747,807,12,27,13,27,external_signed_carrier
748,752,12,28,12,32,internal_thalion_copy
748,754,12,28,12,34,internal_thalion_copy
748,756,12,28,12,36,internal_thalion_copy
748,808,12,28,13,28,external_signed_carrier
749,753,12,29,12,33,internal_thalion_copy
749,755,12,29,12,35,internal_thalion_copy
749,757,12,29,12,37,internal_thalion_copy
749,809,12,29,13,29,external_signed_carrier
750,764,12,30,12,44,internal_thalion_copy
750,810,12,30,13,30,external_signed_carrier
751,757,12,31,12,37,internal_thalion_copy
751,760,12,31,12,40,internal_thalion_copy
751,763,12,31,12,43,internal_thalion_copy
751,811,12,31,13,31,external_signed_carrier
752,756,12,32,12,36,internal_thalion_copy
752,758,12,32,12,38,internal_thalion_copy
752,764,12,32,12,44,internal_thalion_copy
752,812,12,32,13,32,external_signed_carrier
753,757,12,33,12,37,internal_thalion_copy
753,813,12,33,13,33,external_signed_carrier
754,814,12,34,13,34,external_signed_carrier
755,766,12,35,12,46,internal_thalion_copy
755,815,12,35,13,35,external_signed_carrier
756,816,12,36,13,36,external_signed_carrier
757,763,12,37,12,43,internal_thalion_copy
757,817,12,37,13,37,external_signed_carrier
758,762,12,38,12,42,internal_thalion_copy
758,764,12,38,12,44,internal_thalion_copy
758,766,12,38,12,46,internal_thalion_copy
758,818,12,38,13,38,external_signed_carrier
759,763,12,39,12,43,internal_thalion_copy
759,765,12,39,12,45,internal_thalion_copy
759,767,12,39,12,47,internal_thalion_copy
759,819,12,39,13,39,external_signed_carrier
760,774,12,40,12,54,internal_thalion_copy
760,820,12,40,13,40,external_signed_carrier
761,767,12,41,12,47,internal_thalion_copy
761,770,12,41,12,50,internal_thalion_copy
761,773,12,41,12,53,internal_thalion_copy
761,821,12,41,13,41,external_signed_carrier
762,766,12,42,12,46,internal_thalion_copy
762,768,12,42,12,48,internal_thalion_copy
762,774,12,42,12,54,internal_thalion_copy
762,822,12,42,13,42,external_signed_carrier
763,767,12,43,12,47,internal_thalion_copy
763,823,12,43,13,43,external_signed_carrier
764,824,12,44,13,44,external_signed_carrier
765,776,12,45,12,56,internal_thalion_copy
765,825,12,45,13,45,external_signed_carrier
766,826,12,46,13,46,external_signed_carrier
767,773,12,47,12,53,internal_thalion_copy
767,827,12,47,13,47,external_signed_carrier
768,772,12,48,12,52,internal_thalion_copy
768,774,12,48,12,54,internal_thalion_copy
768,776,12,48,12,56,internal_thalion_copy
768,828,12,48,13,48,external_signed_carrier
769,773,12,49,12,53,internal_thalion_copy
769,775,12,49,12,55,internal_thalion_copy
769,777,12,49,12,57,internal_thalion_copy
769,829,12,49,13,49,external_signed_carrier
770,830,12,50,13,50,external_signed_carrier
771,777,12,51,12,57,internal_thalion_copy
771,831,12,51,13,51,external_signed_carrier
772,776,12,52,12,56,internal_thalion_copy
772,778,12,52,12,58,internal_thalion_copy
772,832,12,52,13,52,external_signed_carrier
773,777,12,53,12,57,internal_thalion_copy
773,833,12,53,13,53,external_signed_carrier
774,834,12,54,13,54,external_signed_carrier
775,835,12,55,13,55,external_signed_carrier
776,836,12,56,13,56,external_signed_carrier
777,837,12,57,13,57,external_signed_carrier
778,838,12,58,13,58,external_signed_carrier
779,839,12,59,13,59,external_signed_carrier
780,796,13,0,13,16,internal_thalion_copy
780,799,13,0,13,19,internal_thalion_copy
780,805,13,0,13,25,internal_thalion_copy
780,835,13,0,13,55,internal_thalion_copy
780,840,13,0,14,0,external_signed_carrier
781,795,13,1,13,15,internal_thalion_copy
781,806,13,1,13,26,internal_thalion_copy
781,809,13,1,13,29,internal_thalion_copy
781,815,13,1,13,35,internal_thalion_copy
781,841,13,1,14,1,external_signed_carrier
782,805,13,2,13,25,internal_thalion_copy
782,816,13,2,13,36,internal_thalion_copy
782,819,13,2,13,39,internal_thalion_copy
782,825,13,2,13,45,internal_thalion_copy
782,842,13,2,14,2,external_signed_carrier
783,815,13,3,13,35,internal_thalion_copy
783,826,13,3,13,46,internal_thalion_copy
783,829,13,3,13,49,internal_thalion_copy
783,835,13,3,13,55,internal_thalion_copy
783,843,13,3,14,3,external_signed_carrier
784,795,13,4,13,15,internal_thalion_copy
784,825,13,4,13,45,internal_thalion_copy
784,836,13,4,13,56,internal_thalion_copy
784,839,13,4,13,59,internal_thalion_copy
784,844,13,4,14,4,external_signed_carrier
785,791,13,5,13,11,internal_thalion_copy
785,794,13,5,13,14,internal_thalion_copy
785,800,13,5,13,20,internal_thalion_copy
785,830,13,5,13,50,internal_thalion_copy
785,845,13,5,14,5,external_signed_carrier
786,790,13,6,13,10,internal_thalion_copy
786,801,13,6,13,21,internal_thalion_copy
786,804,13,6,13,24,internal_thalion_copy
786,810,13,6,13,30,internal_thalion_copy
786,846,13,6,14,6,external_signed_carrier
787,800,13,7,13,20,internal_thalion_copy
787,811,13,7,13,31,internal_thalion_copy
787,814,13,7,13,34,internal_thalion_copy
787,820,13,7,13,40,internal_thalion_copy
787,847,13,7,14,7,external_signed_carrier
788,810,13,8,13,30,internal_thalion_copy
788,821,13,8,13,41,internal_thalion_copy
788,824,13,8,13,44,internal_thalion_copy
788,830,13,8,13,50,internal_thalion_copy
788,848,13,8,14,8,external_signed_carrier
789,790,13,9,13,10,internal_thalion_copy
789,820,13,9,13,40,internal_thalion_copy
789,831,13,9,13,51,internal_thalion_copy
789,834,13,9,13,54,internal_thalion_copy
789,849,13,9,14,9,external_signed_carrier
790,804,13,10,13,24,internal_thalion_copy
790,831,13,10,13,51,internal_thalion_copy
790,850,13,10,14,10,external_signed_carrier
791,797,13,11,13,17,internal_thalion_copy
791,800,13,11,13,20,internal_thalion_copy
791,803,13,11,13,23,internal_thalion_copy
791,851,13,11,14,11,external_signed_carrier
792,796,13,12,13,16,internal_thalion_copy
792,798,13,12,13,18,internal_thalion_copy
792,804,13,12,13,24,internal_thalion_copy
792,838,13,12,13,58,internal_thalion_copy
792,852,13,12,14,12,external_signed_carrier
793,797,13,13,13,17,internal_thalion_copy
793,831,13,13,13,51,internal_thalion_copy
793,837,13,13,13,57,internal_thalion_copy
793,839,13,13,13,59,internal_thalion_copy
793,853,13,13,14,13,external_signed_carrier
794,830,13,14,13,50,internal_thalion_copy
794,832,13,14,13,52,internal_thalion_copy
794,838,13,14,13,58,internal_thalion_copy
794,854,13,14,14,14,external_signed_carrier
795,806,13,15,13,26,internal_thalion_copy
795,839,13,15,13,59,internal_thalion_copy
795,855,13,15,14,15,external_signed_carrier
796,835,13,16,13,55,internal_thalion_copy
796,838,13,16,13,58,internal_thalion_copy
796,856,13,16,14,16,external_signed_carrier
797,803,13,17,13,23,internal_thalion_copy
797,839,13,17,13,59,internal_thalion_copy
797,857,13,17,14,17,external_signed_carrier
798,802,13,18,13,22,internal_thalion_copy
798,804,13,18,13,24,internal_thalion_copy
798,806,13,18,13,26,internal_thalion_copy
798,858,13,18,14,18,external_signed_carrier
799,803,13,19,13,23,internal_thalion_copy
799,805,13,19,13,25,internal_thalion_copy
799,807,13,19,13,27,internal_thalion_copy
799,859,13,19,14,19,external_signed_carrier
800,814,13,20,13,34,internal_thalion_copy
800,860,13,20,14,20,external_signed_carrier
801,807,13,21,13,27,internal_thalion_copy
801,810,13,21,13,30,internal_thalion_copy
801,813,13,21,13,33,internal_thalion_copy
801,861,13,21,14,21,external_signed_carrier
802,806,13,22,13,26,internal_thalion_copy
802,808,13,22,13,28,internal_thalion_copy
802,814,13,22,13,34,internal_thalion_copy
802,862,13,22,14,22,external_signed_carrier
803,807,13,23,13,27,internal_thalion_copy
803,863,13,23,14,23,external_signed_carrier
804,864,13,24,14,24,external_signed_carrier
805,816,13,25,13,36,internal_thalion_copy
805,865,13,25,14,25,external_signed_carrier
806,866,13,26,14,26,external_signed_carrier
807,813,13,27,13,33,internal_thalion_copy
807,867,13,27,14,27,external_signed_carrier
808,812,13,28,13,32,internal_thalion_copy
808,814,13,28,13,34,internal_thalion_copy
808,816,13,28,13,36,internal_thalion_copy
808,868,13,28,14,28,external_signed_carrier
809,813,13,29,13,33,internal_thalion_copy
809,815,13,29,13,35,internal_thalion_copy
809,817,13,29,13,37,internal_thalion_copy
809,869,13,29,14,29,external_signed_carrier
810,824,13,30,13,44,internal_thalion_copy
810,870,13,30,14,30,external_signed_carrier
811,817,13,31,13,37,internal_thalion_copy
811,820,13,31,13,40,internal_thalion_copy
811,823,13,31,13,43,internal_thalion_copy
811,871,13,31,14,31,external_signed_carrier
812,816,13,32,13,36,internal_thalion_copy
812,818,13,32,13,38,internal_thalion_copy
812,824,13,32,13,44,internal_thalion_copy
812,872,13,32,14,32,external_signed_carrier
813,817,13,33,13,37,internal_thalion_copy
813,873,13,33,14,33,external_signed_carrier
814,874,13,34,14,34,external_signed_carrier
815,826,13,35,13,46,internal_thalion_copy
815,875,13,35,14,35,external_signed_carrier
816,876,13,36,14,36,external_signed_carrier
817,823,13,37,13,43,internal_thalion_copy
817,877,13,37,14,37,external_signed_carrier
818,822,13,38,13,42,internal_thalion_copy
818,824,13,38,13,44,internal_thalion_copy
818,826,13,38,13,46,internal_thalion_copy
818,878,13,38,14,38,external_signed_carrier
819,823,13,39,13,43,internal_thalion_copy
819,825,13,39,13,45,internal_thalion_copy
819,827,13,39,13,47,internal_thalion_copy
819,879,13,39,14,39,external_signed_carrier
820,834,13,40,13,54,internal_thalion_copy
820,880,13,40,14,40,external_signed_carrier
821,827,13,41,13,47,internal_thalion_copy
821,830,13,41,13,50,internal_thalion_copy
821,833,13,41,13,53,internal_thalion_copy
821,881,13,41,14,41,external_signed_carrier
822,826,13,42,13,46,internal_thalion_copy
822,828,13,42,13,48,internal_thalion_copy
822,834,13,42,13,54,internal_thalion_copy
822,882,13,42,14,42,external_signed_carrier
823,827,13,43,13,47,internal_thalion_copy
823,883,13,43,14,43,external_signed_carrier
824,884,13,44,14,44,external_signed_carrier
825,836,13,45,13,56,internal_thalion_copy
825,885,13,45,14,45,external_signed_carrier
826,886,13,46,14,46,external_signed_carrier
827,833,13,47,13,53,internal_thalion_copy
827,887,13,47,14,47,external_signed_carrier
828,832,13,48,13,52,internal_thalion_copy
828,834,13,48,13,54,internal_thalion_copy
828,836,13,48,13,56,internal_thalion_copy
828,888,13,48,14,48,external_signed_carrier
829,833,13,49,13,53,internal_thalion_copy
829,835,13,49,13,55,internal_thalion_copy
829,837,13,49,13,57,internal_thalion_copy
829,889,13,49,14,49,external_signed_carrier
830,890,13,50,14,50,external_signed_carrier
831,837,13,51,13,57,internal_thalion_copy
831,891,13,51,14,51,external_signed_carrier
832,836,13,52,13,56,internal_thalion_copy
832,838,13,52,13,58,internal_thalion_copy
832,892,13,52,14,52,external_signed_carrier
833,837,13,53,13,57,internal_thalion_copy
833,893,13,53,14,53,external_signed_carrier
834,894,13,54,14,54,external_signed_carrier
835,895,13,55,14,55,external_signed_carrier
836,896,13,56,14,56,external_signed_carrier
837,897,13,57,14,57,external_signed_carrier
838,898,13,58,14,58,external_signed_carrier
839,899,13,59,14,59,external_signed_carrier
840,856,14,0,14,16,internal_thalion_copy
840,859,14,0,14,19,internal_thalion_copy
840,865,14,0,14,25,internal_thalion_copy
840,895,14,0,14,55,internal_thalion_copy
841,855,14,1,14,15,internal_thalion_copy
841,866,14,1,14,26,internal_thalion_copy
841,869,14,1,14,29,internal_thalion_copy
841,875,14,1,14,35,internal_thalion_copy
842,865,14,2,14,25,internal_thalion_copy
842,876,14,2,14,36,internal_thalion_copy
842,879,14,2,14,39,internal_thalion_copy
842,885,14,2,14,45,internal_thalion_copy
843,875,14,3,14,35,internal_thalion_copy
843,886,14,3,14,46,internal_thalion_copy
843,889,14,3,14,49,internal_thalion_copy
843,895,14,3,14,55,internal_thalion_copy
844,855,14,4,14,15,internal_thalion_copy
844,885,14,4,14,45,internal_thalion_copy
844,896,14,4,14,56,internal_thalion_copy
844,899,14,4,14,59,internal_thalion_copy
845,851,14,5,14,11,internal_thalion_copy
845,854,14,5,14,14,internal_thalion_copy
845,860,14,5,14,20,internal_thalion_copy
845,890,14,5,14,50,internal_thalion_copy
846,850,14,6,14,10,internal_thalion_copy
846,861,14,6,14,21,internal_thalion_copy
846,864,14,6,14,24,internal_thalion_copy
846,870,14,6,14,30,internal_thalion_copy
847,860,14,7,14,20,internal_thalion_copy
847,871,14,7,14,31,internal_thalion_copy
847,874,14,7,14,34,internal_thalion_copy
847,880,14,7,14,40,internal_thalion_copy
848,870,14,8,14,30,internal_thalion_copy
848,881,14,8,14,41,internal_thalion_copy
848,884,14,8,14,44,internal_thalion_copy
848,890,14,8,14,50,internal_thalion_copy
849,850,14,9,14,10,internal_thalion_copy
849,880,14,9,14,40,internal_thalion_copy
849,891,14,9,14,51,internal_thalion_copy
849,894,14,9,14,54,internal_thalion_copy
850,864,14,10,14,24,internal_thalion_copy
850,891,14,10,14,51,internal_thalion_copy
851,857,14,11,14,17,internal_thalion_copy
851,860,14,11,14,20,internal_thalion_copy
851,863,14,11,14,23,internal_thalion_copy
852,856,14,12,14,16,internal_thalion_copy
852,858,14,12,14,18,internal_thalion_copy
852,864,14,12,14,24,internal_thalion_copy
852,898,14,12,14,58,internal_thalion_copy
853,857,14,13,14,17,internal_thalion_copy
853,891,14,13,14,51,internal_thalion_copy
853,897,14,13,14,57,internal_thalion_copy
853,899,14,13,14,59,internal_thalion_copy
854,890,14,14,14,50,internal_thalion_copy
854,892,14,14,14,52,internal_thalion_copy
854,898,14,14,14,58,internal_thalion_copy
855,866,14,15,14,26,internal_thalion_copy
855,899,14,15,14,59,internal_thalion_copy
856,895,14,16,14,55,internal_thalion_copy
856,898,14,16,14,58,internal_thalion_copy
857,863,14,17,14,23,internal_thalion_copy
857,899,14,17,14,59,internal_thalion_copy
858,862,14,18,14,22,internal_thalion_copy
858,864,14,18,14,24,internal_thalion_copy
858,866,14,18,14,26,internal_thalion_copy
859,863,14,19,14,23,internal_thalion_copy
859,865,14,19,14,25,internal_thalion_copy
859,867,14,19,14,27,internal_thalion_copy
860,874,14,20,14,34,internal_thalion_copy
