slot_a,local_a,slot_b,local_b
13,51,14,51
13,52,13,56
13,52,13,58
13,52,14,52
13,53,13,57
13,53,14,53
13,54,14,54
13,55,14,55
13,56,14,56
13,57,14,57
13,58,14,58
13,59,14,59
14,0,14,16
14,0,14,19
14,0,14,25
14,0,14,55
14,1,14,15
14,1,14,26
14,1,14,29
14,1,14,35
14,2,14,25
14,2,14,36
14,2,14,39
14,2,14,45
14,3,14,35
14,3,14,46
14,3,14,49
14,3,14,55
14,4,14,15
14,4,14,45
14,4,14,56
14,4,14,59
14,5,14,11
14,5,14,14
14,5,14,20
14,5,14,50
14,6,14,10
14,6,14,21
14,6,14,24
14,6,14,30
14,7,14,20
14,7,14,31
14,7,14,34
14,7,14,40
14,8,14,30
14,8,14,41
14,8,14,44
14,8,14,50
14,9,14,10
14,9,14,40
14,9,14,51
14,9,14,54
14,10,14,24
14,10,14,51
14,11,14,17
14,11,14,20
14,11,14,23
14,12,14,16
14,12,14,18
14,12,14,24
14,12,14,58
14,13,14,17
14,13,14,51
14,13,14,57
14,13,14,59
14,14,14,50
14,14,14,52
14,14,14,58
14,15,14,26
14,15,14,59
14,16,14,55
14,16,14,58
14,17,14,23
14,17,14,59
14,18,14,22
14,18,14,24
14,18,14,26
14,19,14,23
14,19,14,25
14,19,14,27
14,20,14,34
14,21,14,27
14,21,14,30
14,21,14,33
14,22,14,26
14,22,14,28
14,22,14,34
14,23,14,27
14,25,14,36
14,27,14,33
14,28,14,32
14,28,14,34
14,28,14,36
14,29,14,33
14,29,14,35
14,29,14,37
14,30,14,44
14,31,14,37
14,31,14,40
14,31,14,43
14,32,14,36
14,32,14,38
14,32,14,44
14,33,14,37
14,35,14,46
14,37,14,43
14,38,14,42
14,38,14,44
14,38,14,46
14,39,14,43
14,39,14,45
14,39,14,47
14,40,14,54
14,41,14,47
14,41,14,50
14,41,14,53
14,42,14,46
14,42,14,48
14,42,14,54
14,43,14,47
14,45,14,56
14,47,14,53
14,48,14,52
14,48,14,54
14,48,14,56
14,49,14,53
14,49,14,55
14,49,14,57
14,51,14,57
14,52,14,56
14,52,14,58
14,53,14,57
